Date,Produit,Région,Quantité,Prix,Catégorie,Revenue
2023-05-26,Tablet,East,8,1240.42,Electronics,9923.36
2023-04-21,Phone,North,9,871.58,Electronics,7844.22
2023-08-16,Laptop,West,5,1002.69,Electronics,5013.450000000001
2023-04-21,Phone,South,9,1352.66,Electronics,12173.94
2024-04-14,Monitor,North,2,629.3,Electronics,1258.6
2023-02-03,Laptop,North,3,523.85,Electronics,1571.5500000000002
2024-09-14,Tablet,North,7,65.68,Electronics,459.76000000000005
2024-01-04,Phone,South,7,1248.5,Electronics,8739.5
2024-08-17,Headphones,West,6,1211.42,Accessories,7268.52
2024-07-07,Headphones,West,6,201.46,Accessories,1208.76
2024-02-29,Monitor,West,2,886.44,Electronics,1772.88
2024-09-04,Headphones,East,6,722.77,Accessories,4336.62
2024-06-01,Phone,East,4,222.13,Electronics,888.52
2024-11-22,Phone,East,3,1471.82,Electronics,4415.46
2023-10-09,Headphones,South,2,361.31,Accessories,722.62
2023-11-16,Phone,East,1,147.49,Electronics,147.49
2024-03-18,Monitor,South,5,912.53,Electronics,4562.65
2023-11-11,Laptop,West,2,1121.36,Electronics,2242.72
2024-01-12,Monitor,East,2,97.04,Electronics,194.08
2023-10-16,Monitor,East,7,1005.14,Electronics,7035.98
2024-03-12,Phone,North,8,821.82,Electronics,6574.56
2024-10-23,Laptop,South,8,199.73,Electronics,1597.84
2023-10-04,Phone,West,4,300.16,Electronics,1200.64
2024-12-10,Tablet,North,1,873.56,Electronics,873.56
2024-08-04,Phone,North,7,479.72,Electronics,3358.04
2024-05-17,Phone,West,1,1410.56,Electronics,1410.56
2024-09-15,Phone,North,4,1237.17,Electronics,4948.68
2024-05-30,Laptop,South,8,1476.17,Electronics,11809.36
2023-12-16,Phone,South,2,426.52,Electronics,853.04
2024-03-21,Laptop,East,6,1456.1,Electronics,8736.599999999999
2023-12-16,Headphones,North,6,675.29,Accessories,4051.74
2024-08-29,Tablet,East,9,553.9,Electronics,4985.099999999999
2024-10-25,Laptop,North,5,123.01,Electronics,615.0500000000001
2023-05-17,Headphones,South,4,126.51,Accessories,506.04
2023-08-31,Laptop,South,5,1053.42,Electronics,5267.1
2024-06-26,Laptop,South,5,714.0,Electronics,3570.0
2023-02-09,Tablet,North,8,378.46,Electronics,3027.68
2023-08-17,Monitor,South,8,940.26,Electronics,7522.08
2024-07-01,Monitor,North,2,416.64,Electronics,833.28
2023-08-11,Laptop,East,7,887.57,Electronics,6212.990000000001
2023-01-06,Phone,North,8,570.85,Electronics,4566.8
2023-11-18,Headphones,East,6,1244.15,Accessories,7464.900000000001
2024-04-12,Phone,North,5,1240.01,Electronics,6200.05
2023-03-16,Phone,East,9,742.16,Electronics,6679.44
2023-01-04,Laptop,South,3,558.69,Electronics,1676.0700000000002
2024-10-07,Laptop,East,4,575.71,Electronics,2302.84
2023-04-28,Laptop,South,9,1218.29,Electronics,10964.61
2024-08-28,Laptop,South,6,525.86,Electronics,3155.16
2024-05-18,Monitor,East,8,353.14,Electronics,2825.12
2024-07-27,Laptop,North,7,172.8,Electronics,1209.6000000000001
2024-03-16,Monitor,North,2,726.71,Electronics,1453.42
2023-07-13,Monitor,West,3,749.09,Electronics,2247.27
2024-12-15,Laptop,North,1,1269.32,Electronics,1269.32
2024-01-27,Tablet,West,9,370.8,Electronics,3337.2000000000003
2023-01-26,Headphones,North,7,602.44,Accessories,4217.08
2024-03-10,Phone,North,1,1222.19,Electronics,1222.19
2023-06-22,Monitor,South,3,1244.25,Electronics,3732.75
2023-10-27,Headphones,West,4,607.69,Accessories,2430.76
2024-10-06,Tablet,North,4,715.73,Electronics,2862.92
2023-11-22,Phone,West,5,489.76,Electronics,2448.8
2024-02-14,Phone,South,3,1402.2,Electronics,4206.6
2023-04-28,Monitor,South,3,222.03,Electronics,666.09
2024-12-24,Laptop,West,1,1403.94,Electronics,1403.94
2023-08-13,Tablet,South,7,1041.61,Electronics,7291.2699999999995
2024-06-15,Monitor,East,1,820.78,Electronics,820.78
2023-04-23,Tablet,East,2,97.36,Electronics,194.72
2023-05-20,Laptop,South,4,739.61,Electronics,2958.44
2024-07-12,Laptop,East,4,641.23,Electronics,2564.92
2023-01-01,Monitor,North,5,283.77,Electronics,1418.85
2023-03-31,Laptop,West,2,1001.79,Electronics,2003.58
2024-10-15,Headphones,North,4,1458.17,Accessories,5832.68
2023-11-16,Phone,West,1,865.17,Electronics,865.17
2024-07-03,Monitor,South,2,1086.39,Electronics,2172.78
2023-05-19,Tablet,North,1,149.25,Electronics,149.25
2024-05-25,Headphones,South,4,655.62,Accessories,2622.48
2023-09-16,Monitor,South,4,218.72,Electronics,874.88
2024-11-03,Laptop,West,7,938.55,Electronics,6569.849999999999
2024-11-20,Laptop,West,9,1410.8,Electronics,12697.199999999999
2023-01-10,Laptop,West,9,1009.58,Electronics,9086.220000000001
2023-09-18,Laptop,North,5,161.36,Electronics,806.8000000000001
2024-10-11,Tablet,East,1,564.27,Electronics,564.27
2023-06-21,Headphones,West,1,848.46,Accessories,848.46
2023-01-13,Phone,West,6,634.65,Electronics,3807.8999999999996
2023-06-17,Tablet,North,2,1258.78,Electronics,2517.56
2024-10-03,Tablet,West,8,1231.27,Electronics,9850.16
2024-08-18,Phone,North,9,937.15,Electronics,8434.35
2023-11-17,Phone,South,4,591.51,Electronics,2366.04
2023-11-15,Laptop,West,5,420.24,Electronics,2101.2
2024-09-04,Tablet,West,8,203.52,Electronics,1628.16
